94 5
{'Survive': 0, 'Schedule': 0, 'Execution': 0, 'Endtime': 16, 'Invalid': 80, 'Global Episode': 0, 'Reward': -20.0}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 741000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 30, 'Execution': 55, 'Endtime': 21, 'Invalid': 28, 'Global Episode': 742000, 'Reward': 56.76249999999999}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 743000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 744000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 745000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 746000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 747000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 748000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 749000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 750000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 751000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 752000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 753000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 754000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 755000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 756000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 757000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 758000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 30, 'Execution': 55, 'Endtime': 21, 'Invalid': 28, 'Global Episode': 759000, 'Reward': 56.76249999999999}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 760000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 761000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 762000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 763000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 764000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 765000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 766000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 767000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 768000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 769000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 770000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 771000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 772000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 773000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 774000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 775000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 776000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 777000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 778000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 779000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 780000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 781000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 782000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 783000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 784000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 785000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 786000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 787000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 788000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 789000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 790000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 791000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 792000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 793000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 794000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 795000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 796000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 797000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 798000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 799000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 800000, 'Reward': 64.92916666666665}
Checkpoint saved to ckpt/sim201722478505_800000.pth
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 801000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 802000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 803000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 804000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 805000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 806000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 807000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 808000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 809000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 810000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 811000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 812000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 813000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 814000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 815000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 816000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 817000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 818000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 819000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 820000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 821000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 822000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 823000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 824000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 825000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 826000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 827000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 828000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 829000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 830000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 831000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 832000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 833000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 834000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 835000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 836000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 837000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 838000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 839000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 840000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 841000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 842000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 843000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 844000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 845000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 846000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 847000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 848000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 849000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 850000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 851000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 852000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 853000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 854000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 855000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 856000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 857000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 858000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 859000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 860000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 861000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 862000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 863000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 864000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 865000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 866000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 867000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 868000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 869000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 870000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 871000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 872000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 873000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 874000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 875000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 876000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 877000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 878000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 879000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 31, 'Execution': 50, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 880000, 'Reward': 50.82083333333334}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 881000, 'Reward': 64.92916666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 882000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 883000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 884000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 885000, 'Reward': 64.96666666666665}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 886000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 33, 'Execution': 61, 'Endtime': 21, 'Invalid': 25, 'Global Episode': 887000, 'Reward': 65.07083333333333}
{'Survive': 0, 'Schedule': 31, 'Execution': 50, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 888000, 'Reward': 50.82083333333334}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 889000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 890000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 891000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 892000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 893000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 31, 'Execution': 50, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 894000, 'Reward': 50.82083333333334}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 895000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 896000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 897000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 898000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 899000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 900000, 'Reward': 65.36666666666665}
Checkpoint saved to ckpt/sim201722487347_900000.pth
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 901000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 902000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 903000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 904000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 905000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 906000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 907000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 908000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 909000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 910000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 911000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 912000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 913000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 914000, 'Reward': 65.40416666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 915000, 'Reward': 65.40416666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 916000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 917000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 918000, 'Reward': 65.36666666666665}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 919000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 920000, 'Reward': 65.50833333333333}
{'Survive': 0, 'Schedule': 34, 'Execution': 61, 'Endtime': 21, 'Invalid': 24, 'Global Episode': 921000, 'Reward': 65.40416666666665}
{'Survive': 0, 'Schedule': 31, 'Execution': 50, 'Endtime': 21, 'Invalid': 31, 'Global Episode': 922000, 'Reward': 50.82083333333334}
